,Actual,Predicted,,,,,,,,,,,,,,,,
301,13,20.025318,,,,9089,2011,1,14,16,13,-22,-1,1032,NW,114.88,0,0
302,16,12.568324,,,,9090,2011,1,14,17,16,-24,-2,1033,NW,122.03,0,0
303,21,15.860512,,,,9091,2011,1,14,18,21,-23,-4,1035,NW,129.18,0,0
304,20,22.307411,,,,9092,2011,1,14,19,20,-24,-5,1037,NW,138.12,0,0
305,13,19.931442,,,,9093,2011,1,14,20,13,-25,-7,1038,NW,149.3,0,0
306,13,12.953799,,,,9094,2011,1,14,21,13,-25,-8,1039,NW,158.24,0,0
307,13,13.671992,,,,9095,2011,1,14,22,13,-26,-9,1040,NW,167.18,0,0
308,12,13.26725,,,,9096,2011,1,14,23,12,-26,-9,1040,NW,174.33,0,0
309,11,12.32253,,,,9097,2011,1,15,0,11,-25,-9,1040,NW,182.38,0,0
310,12,11.916471,,,,9098,2011,1,15,1,12,-26,-10,1041,NW,190.43,0,0
311,15,12.3026085,,,,9099,2011,1,15,2,15,-27,-10,1041,NW,203.39,0,0
312,12,14.760025,,,,9100,2011,1,15,3,12,-27,-10,1041,NW,214.57,0,0
313,12,11.825405,,,,9101,2011,1,15,4,12,-27,-11,1041,NW,224.4,0,0
314,9,12.691184,,,,9102,2011,1,15,5,9,-27,-11,1040,NW,233.34,0,0
315,10,9.7229395,,,,9103,2011,1,15,6,10,-27,-11,1041,NW,240.49,0,0
316,11,9.910359,,,,9104,2011,1,15,7,11,-27,-11,1041,NW,248.54,0,0
317,11,10.954947,,,,9105,2011,1,15,8,11,-27,-10,1042,NW,256.59,0,0
318,18,9.872861,,,,9106,2011,1,15,9,18,-26,-9,1042,NW,263.74,0,0
319,22,17.457287,,,,9107,2011,1,15,10,22,-26,-8,1042,NW,271.79,0,0
320,10,20.861036,,,,9108,2011,1,15,11,10,-26,-7,1041,NW,279.84,0,0
321,12,8.097062,,,,9109,2011,1,15,12,12,-25,-6,1040,NW,287.89,0,0
322,17,11.564544,,,,9110,2011,1,15,13,17,-24,-5,1039,NW,296.83,0,0
323,17,16.987919,,,,9111,2011,1,15,14,17,-25,-4,1038,NW,306.66,0,0
324,17,15.502992,,,,9112,2011,1,15,15,17,-24,-4,1038,NW,314.71,0,0
325,14,16.030493,,,,9113,2011,1,15,16,14,-23,-4,1037,NW,322.76,0,0
326,15,13.86191,,,,9114,2011,1,15,17,15,-23,-4,1037,NW,329.91,0,0
327,15,14.289021,,,,9115,2011,1,15,18,15,-23,-5,1038,NW,335.72,0,0
328,21,13.962408,,,,9116,2011,1,15,19,21,-23,-8,1038,NW,338.85,0,0
329,27,21.856821,,,,9117,2011,1,15,20,27,-23,-8,1038,cv,0.89,0,0
330,17,31.508827,,,,9118,2011,1,15,21,17,-25,-8,1038,SE,1.79,0,0
331,29,16.204727,,,,9119,2011,1,15,22,29,-25,-10,1038,NE,3.13,0,0
332,33,32.83002,,,,9120,2011,1,15,23,33,-25,-10,1038,NW,3.13,0,0
333,29,36.66388,,,,9121,2011,1,16,0,29,-24,-12,1038,NW,6.26,0,0
334,24,32.02551,,,,9122,2011,1,16,1,24,-24,-10,1037,NW,9.39,0,0
335,16,25.17557,,,,9123,2011,1,16,2,16,-24,-11,1038,NE,1.79,0,0
336,14,17.47708,,,,9124,2011,1,16,3,14,-24,-12,1038,NW,3.13,0,0
337,13,17.714348,,,,9125,2011,1,16,4,13,-24,-11,1037,cv,0.89,0,0
338,13,18.785599,,,,9126,2011,1,16,5,13,-24,-12,1037,NE,1.79,0,0
339,13,15.252245,,,,9127,2011,1,16,6,13,-24,-11,1037,NW,0.89,0,0
340,19,16.29095,,,,9128,2011,1,16,7,19,-24,-13,1037,NW,2.68,0,0
341,11,22.437864,,,,9129,2011,1,16,8,11,-24,-12,1038,NW,4.47,0,0
342,17,12.407206,,,,9130,2011,1,16,9,17,-23,-9,1038,NW,7.6,0,0
343,26,17.560083,,,,9131,2011,1,16,10,26,-22,-7,1039,NE,4.02,0,0
344,25,26.645958,,,,9132,2011,1,16,11,25,-22,-5,1038,NW,4.02,0,0
345,31,26.398851,,,,9133,2011,1,16,12,31,-21,-4,1037,NW,5.81,0,0
346,37,32.478035,,,,9134,2011,1,16,13,37,-21,-3,1035,cv,0.89,0,0
347,30,42.48443,,,,9135,2011,1,16,14,30,-21,-3,1035,NW,1.79,0,0
348,40,29.916578,,,,9136,2011,1,16,15,40,-21,-2,1034,cv,1.79,0,0
349,39,44.808914,,,,9137,2011,1,16,16,39,-20,-3,1034,NW,1.79,0,0
350,56,40.30932,,,,9138,2011,1,16,17,56,-20,-5,1035,SE,1.79,0,0
351,60,60.504078,,,,9139,2011,1,16,18,60,-19,-5,1035,SE,2.68,0,0
352,72,61.770573,,,,9140,2011,1,16,19,72,-20,-7,1036,cv,0.89,0,0
353,61,75.99669,,,,9141,2011,1,16,20,61,-19,-9,1036,cv,1.78,0,0
354,70,62.876366,,,,9142,2011,1,16,21,70,-18,-8,1036,cv,2.23,0,0
355,73,72.31153,,,,9143,2011,1,16,22,73,-19,-9,1036,NW,0.89,0,0
356,77,72.66752,,,,9144,2011,1,16,23,77,-20,-12,1036,NW,4.02,0,0
357,107,78.04094,,,,9145,2011,1,17,0,107,-20,-11,1036,NW,5.81,0,0
358,130,106.73202,,,,9146,2011,1,17,1,130,-21,-10,1036,NW,8.94,0,0
359,128,127.68481,,,,9147,2011,1,17,2,128,-22,-10,1036,NW,12.96,0,0
360,50,123.63354,,,,9148,2011,1,17,3,50,-22,-11,1036,NW,16.98,0,0
361,41,42.826702,,,,9149,2011,1,17,4,41,-22,-12,1036,NW,21,0,0
362,40,39.313515,,,,9150,2011,1,17,5,40,-22,-12,1036,NW,24.13,0,0
363,34,40.31823,,,,9151,2011,1,17,6,34,-22,-11,1036,NW,27.26,0,0
364,37,33.581062,,,,9152,2011,1,17,7,37,-22,-12,1037,NW,30.39,0,0
365,30,37.468174,,,,9153,2011,1,17,8,30,-21,-11,1037,NW,33.52,0,0
366,36,30.215488,,,,9154,2011,1,17,9,36,-21,-8,1037,NW,37.54,0,0
367,27,34.868656,,,,9155,2011,1,17,10,27,-20,-6,1037,NW,41.56,0,0
368,26,25.65048,,,,9156,2011,1,17,11,26,-20,-4,1037,NW,48.71,0,0
369,18,24.884083,,,,9157,2011,1,17,12,18,-20,-3,1035,NW,56.76,0,0
370,20,18.160383,,,,9158,2011,1,17,13,20,-20,-3,1034,NW,63.91,0,0
371,23,21.516815,,,,9159,2011,1,17,14,23,-20,-2,1033,NW,72.85,0,0
372,14,24.079168,,,,9160,2011,1,17,15,14,-20,-2,1033,NW,80.9,0,0
373,18,14.446121,,,,9161,2011,1,17,16,18,-20,-3,1033,NW,88.95,0,0
374,17,19.625452,,,,9162,2011,1,17,17,17,-20,-3,1033,NW,96.1,0,0
375,20,18.127617,,,,9163,2011,1,17,18,20,-20,-4,1033,NW,104.15,0,0
376,17,21.464483,,,,9164,2011,1,17,19,17,-20,-4,1034,NW,111.3,0,0
377,26,17.307407,,,,9165,2011,1,17,20,26,-21,-5,1034,NW,116.22,0,0
378,24,26.753237,,,,9166,2011,1,17,21,24,-22,-7,1034,NW,120.24,0,0
379,16,25.023788,,,,9167,2011,1,17,22,16,-21,-7,1035,NW,126.05,0,0
380,10,16.285805,,,,9168,2011,1,17,23,10,-21,-8,1035,NW,130.97,0,0
381,12,10.925156,,,,9169,2011,1,18,0,12,-22,-10,1035,NE,1.79,0,0
382,12,14.9856205,,,,9170,2011,1,18,1,12,-22,-10,1035,NW,4.02,0,0
383,12,15.509846,,,,9171,2011,1,18,2,12,-23,-10,1035,NE,4.02,0,0
384,13,13.778494,,,,9172,2011,1,18,3,13,-23,-10,1035,NW,4.02,0,0
385,13,16.105219,,,,9173,2011,1,18,4,13,-23,-12,1035,NW,8.94,0,0
386,16,16.453129,,,,9174,2011,1,18,5,16,-23,-12,1035,NW,13.86,0,0
387,18,18.702,,,,9175,2011,1,18,6,18,-23,-14,1035,NW,16.99,0,0
388,17,21.211302,,,,9176,2011,1,18,7,17,-23,-13,1035,NW,21.01,0,0
389,24,18.714285,,,,9177,2011,1,18,8,24,-23,-13,1035,NW,24.14,0,0
390,31,25.660276,,,,9178,2011,1,18,9,31,-23,-10,1035,NW,28.16,0,0
391,31,30.983217,,,,9179,2011,1,18,10,31,-22,-8,1035,NW,31.29,0,0
392,30,30.719685,,,,9180,2011,1,18,11,30,-22,-6,1035,NW,34.42,0,0
393,31,29.395964,,,,9181,2011,1,18,12,31,-21,-4,1034,NW,42.47,0,0
394,23,31.068018,,,,9182,2011,1,18,13,23,-21,-4,1033,NW,48.28,0,0
395,18,23.85649,,,,9183,2011,1,18,14,18,-21,-3,1032,NW,53.2,0,0
396,19,18.841135,,,,9184,2011,1,18,15,19,-22,-3,1031,NW,60.35,0,0
397,19,20.215166,,,,9185,2011,1,18,16,19,-22,-3,1031,NW,67.5,0,0
398,18,20.299328,,,,9186,2011,1,18,17,18,-22,-3,1031,NW,73.31,0,0
399,17,19.266459,,,,9187,2011,1,18,18,17,-21,-4,1032,NW,79.12,0,0
400,21,18.813107,,,,9188,2011,1,18,19,21,-21,-4,1032,NW,84.93,0,0
401,28,22.517265,,,,9189,2011,1,18,20,28,-22,-5,1032,NW,88.95,0,0
402,25,29.230618,,,,9190,2011,1,18,21,25,-22,-7,1033,NW,92.97,0,0
403,21,26.304033,,,,9191,2011,1,18,22,21,-23,-9,1033,NW,94.76,0,0
404,16,22.47413,,,,9192,2011,1,18,23,16,-23,-12,1034,NW,98.78,0,0
405,22,18.226475,,,,9193,2011,1,19,0,22,-22,-9,1034,NW,101.91,0,0
406,24,22.389172,,,,9194,2011,1,19,1,24,-23,-11,1034,NW,103.7,0,0
407,20,25.102589,,,,9195,2011,1,19,2,20,-23,-12,1034,NW,106.83,0,0
408,26,21.401592,,,,9196,2011,1,19,3,26,-22,-11,1034,NW,111.75,0,0
409,21,26.957596,,,,9197,2011,1,19,4,21,-23,-13,1034,NW,114.88,0,0
410,17,22.094759,,,,9198,2011,1,19,5,17,-23,-11,1033,NW,116.67,0,0
411,23,17.037952,,,,9199,2011,1,19,6,23,-23,-10,1033,NW,119.8,0,0
412,23,23.101515,,,,9200,2011,1,19,7,23,-22,-12,1034,SE,1.79,0,0
413,14,26.622608,,,,9201,2011,1,19,8,14,-23,-11,1034,NE,1.79,0,0
414,21,14.888483,,,,9202,2011,1,19,9,21,-22,-8,1034,NW,4.92,0,0
415,26,22.341843,,,,9203,2011,1,19,10,26,-21,-6,1034,NW,8.94,0,0
416,25,26.780727,,,,9204,2011,1,19,11,25,-21,-4,1033,NW,12.96,0,0
417,21,25.458935,,,,9205,2011,1,19,12,21,-21,-2,1032,NW,18.77,0,0
418,21,21.218414,,,,9206,2011,1,19,13,21,-22,-2,1031,NW,27.71,0,0
419,24,22.150606,,,,9207,2011,1,19,14,24,-22,-1,1030,NW,33.52,0,0
420,13,25.455235,,,,9208,2011,1,19,15,13,-22,-1,1030,NW,40.67,0,0
421,13,14.199475,,,,9209,2011,1,19,16,13,-22,-1,1030,NW,46.48,0,0
422,12,14.734069,,,,9210,2011,1,19,17,12,-23,-1,1030,NW,52.29,0,0
423,16,13.4344225,,,,9211,2011,1,19,18,16,-22,-2,1031,NW,58.1,0,0
424,18,18.332193,,,,9212,2011,1,19,19,18,-23,-6,1032,NW,62.12,0,0
425,24,21.3854,,,,9213,2011,1,19,20,24,-23,-9,1032,NW,65.25,0,0
426,16,27.885263,,,,9214,2011,1,19,21,16,-22,-6,1032,NE,4.02,0,0
427,34,17.45194,,,,9215,2011,1,19,22,34,-22,-7,1033,NE,8.04,0,0
428,24,35.926044,,,,9216,2011,1,19,23,24,-21,-7,1033,NE,12.06,0,0
429,17,26.297617,,,,9217,2011,1,20,0,17,-22,-8,1033,NW,1.79,0,0
430,15,19.513336,,,,9218,2011,1,20,1,15,-22,-11,1034,NW,5.81,0,0
431,20,18.050995,,,,9219,2011,1,20,2,20,-22,-11,1034,NW,10.73,0,0
432,13,22.591755,,,,9220,2011,1,20,3,13,-22,-10,1034,NW,14.75,0,0
433,17,14.097029,,,,9221,2011,1,20,4,17,-22,-10,1033,NE,3.13,0,0
434,17,19.470665,,,,9222,2011,1,20,5,17,-22,-13,1033,NW,3.13,0,0
435,20,21.901321,,,,9223,2011,1,20,6,20,-21,-12,1033,NW,8.05,0,0
436,20,22.582935,,,,9224,2011,1,20,7,20,-21,-13,1033,NW,12.07,0,0
437,15,22.257074,,,,9225,2011,1,20,8,15,-21,-11,1033,NW,15.2,0,0
438,26,15.557629,,,,9226,2011,1,20,9,26,-21,-8,1033,NE,4.92,0,0
439,25,25.897968,,,,9227,2011,1,20,10,25,-22,-6,1033,NW,3.13,0,0
440,27,25.221249,,,,9228,2011,1,20,11,27,-22,-4,1032,NW,4.92,0,0
441,44,27.092098,,,,9229,2011,1,20,12,44,-21,-3,1031,NW,8.05,0,0
442,29,45.924496,,,,9230,2011,1,20,13,29,-22,-2,1030,NW,9.84,0,0
443,19,29.107178,,,,9231,2011,1,20,14,19,-22,0,1028,NW,12.97,0,0
444,25,19.36467,,,,9232,2011,1,20,15,25,-24,0,1028,NW,14.76,0,0
445,47,25.846828,,,,9233,2011,1,20,16,47,-22,-1,1028,SE,1.79,0,0
446,58,51.91669,,,,9234,2011,1,20,17,58,-22,-3,1028,SE,3.58,0,0
447,59,62.38074,,,,9235,2011,1,20,18,59,-21,-4,1028,cv,0.45,0,0
448,70,63.981827,,,,9236,2011,1,20,19,70,-21,-5,1028,cv,1.34,0,0
449,74,74.51028,,,,9237,2011,1,20,20,74,-21,-6,1028,cv,2.23,0,0
450,82,77.699585,,,,9238,2011,1,20,21,82,-20,-7,1028,cv,2.68,0,0
451,91,86.19631,,,,9239,2011,1,20,22,91,-19,-9,1029,cv,3.57,0,0
452,100,95.48296,,,,9240,2011,1,20,23,100,-21,-9,1029,cv,4.02,0,0
453,124,101.59651,,,,9241,2011,1,21,0,124,-21,-8,1029,NW,1.79,0,0
454,120,123.60466,,,,9242,2011,1,21,1,120,-21,-9,1029,NW,3.58,0,0
455,45,118.4213,,,,9243,2011,1,21,2,45,-21,-8,1029,NW,6.71,0,0
456,36,38.742672,,,,9244,2011,1,21,3,36,-22,-10,1029,NW,10.73,0,0
457,34,34.69622,,,,9245,2011,1,21,4,34,-22,-11,1028,NW,13.86,0,0
458,39,35.967632,,,,9246,2011,1,21,5,39,-21,-11,1028,NW,16.99,0,0
459,27,40.98677,,,,9247,2011,1,21,6,27,-22,-10,1028,NW,21.01,0,0
460,20,26.922981,,,,9248,2011,1,21,7,20,-21,-11,1029,NW,25.03,0,0
461,31,21.126873,,,,9249,2011,1,21,8,31,-21,-10,1029,NE,4.02,0,0
462,32,32.557697,,,,9250,2011,1,21,9,32,-21,-5,1030,NW,4.92,0,0
463,36,30.82508,,,,9251,2011,1,21,10,36,-21,-4,1030,NE,4.92,0,0
464,42,34.872272,,,,9252,2011,1,21,11,42,-20,-3,1029,NE,8.94,0,0
465,29,43.219765,,,,9253,2011,1,21,12,29,-20,-1,1028,NW,3.13,0,0
466,24,29.635784,,,,9254,2011,1,21,13,24,-20,0,1027,NW,6.26,0,0
467,30,24.438803,,,,9255,2011,1,21,14,30,-21,1,1026,NW,9.39,0,0
468,35,31.013412,,,,9256,2011,1,21,15,35,-21,2,1026,cv,0.89,0,0
469,37,39.409176,,,,9257,2011,1,21,16,37,-20,2,1026,NW,4.92,0,0
470,67,38.966003,,,,9258,2011,1,21,17,67,-20,1,1026,NW,8.05,0,0
471,102,70.81867,,,,9259,2011,1,21,18,102,-19,-2,1027,SE,1.79,0,0
472,155,107.0638,,,,9260,2011,1,21,19,155,-17,-1,1028,SE,4.92,0,0
473,144,159.08438,,,,9261,2011,1,21,20,144,-17,-1,1028,NW,3.13,0,0
474,154,140.47025,,,,9262,2011,1,21,21,154,-18,-7,1029,cv,0.89,0,0
475,170,158.05293,,,,9263,2011,1,21,22,170,-17,-6,1029,cv,1.34,0,0
476,187,172.12698,,,,9264,2011,1,21,23,187,-19,-8,1029,NW,1.79,0,0
477,191,185.4301,,,,9265,2011,1,22,0,191,-19,-11,1029,NW,4.92,0,0
478,130,188.57762,,,,9266,2011,1,22,1,130,-18,-9,1028,NW,8.05,0,0
479,74,121.02088,,,,9267,2011,1,22,2,74,-18,-10,1028,NW,8.94,0,0
480,51,66.4744,,,,9268,2011,1,22,3,51,-18,-10,1028,cv,0.45,0,0
481,43,50.835243,,,,9269,2011,1,22,4,43,-18,-9,1028,NW,3.13,0,0
482,44,41.121567,,,,9270,2011,1,22,5,44,-19,-10,1028,NW,6.26,0,0
483,61,44.775295,,,,9271,2011,1,22,6,61,-19,-13,1028,NW,10.28,0,0
484,67,63.31391,,,,9272,2011,1,22,7,67,-18,-11,1029,NW,12.07,0,0
485,88,66.65883,,,,9273,2011,1,22,8,88,-18,-10,1029,NW,15.2,0,0
486,91,86.626434,,,,9274,2011,1,22,9,91,-17,-8,1029,NW,18.33,0,0
487,54,88.67062,,,,9275,2011,1,22,10,54,-17,-4,1029,NE,4.02,0,0
488,49,48.286633,,,,9276,2011,1,22,11,49,-17,-3,1029,NW,4.92,0,0
489,50,46.467346,,,,9277,2011,1,22,12,50,-16,-2,1028,NW,8.05,0,0
490,48,49.702015,,,,9278,2011,1,22,13,48,-16,-1,1027,NW,11.18,0,0
491,44,47.888966,,,,9279,2011,1,22,14,44,-16,0,1026,NW,16.99,0,0
492,46,43.642086,,,,9280,2011,1,22,15,46,-16,1,1026,NW,24.14,0,0
493,48,45.47204,,,,9281,2011,1,22,16,48,-18,0,1026,NW,32.19,0,0
494,45,47.4021,,,,9282,2011,1,22,17,45,-17,-1,1027,NW,40.24,0,0
495,36,45.2298,,,,9283,2011,1,22,18,36,-18,-2,1027,NW,45.16,0,0
496,23,36.064545,,,,9284,2011,1,22,19,23,-19,-2,1029,NW,52.31,0,0
497,29,21.510443,,,,9285,2011,1,22,20,29,-21,-3,1029,NW,60.36,0,0
498,11,28.8907,,,,9286,2011,1,22,21,11,-22,-4,1030,NW,68.41,0,0
499,12,10.988345,,,,9287,2011,1,22,22,12,-21,-6,1031,NW,75.56,0,0
500,16,14.376189,,,,9288,2011,1,22,23,16,-22,-6,1032,NW,81.37,0,0
501,11,17.240921,,,,9289,2011,1,23,0,11,-22,-7,1032,NW,88.52,0,0
502,12,12.450194,,,,9290,2011,1,23,1,12,-23,-7,1032,NW,96.57,0,0
503,13,13.182484,,,,9291,2011,1,23,2,13,-23,-8,1032,NW,103.72,0,0
504,12,14.837779,,,,9292,2011,1,23,3,12,-23,-10,1033,NW,106.85,0,0
505,12,14.294491,,,,9293,2011,1,23,4,12,-22,-8,1032,NW,114,0,0
506,11,13.382043,,,,9294,2011,1,23,5,11,-22,-8,1032,NW,121.15,0,0
507,10,12.162792,,,,9295,2011,1,23,6,10,-22,-9,1032,NW,126.07,0,0
508,10,11.772789,,,,9296,2011,1,23,7,10,-22,-9,1032,NW,131.88,0,0
509,12,11.461828,,,,9297,2011,1,23,8,12,-22,-8,1033,NW,139.03,0,0
510,14,12.164992,,,,9298,2011,1,23,9,14,-21,-7,1034,NW,147.08,0,0
511,15,14.009334,,,,9299,2011,1,23,10,15,-21,-6,1033,NW,155.13,0,0
512,14,15.396456,,,,9300,2011,1,23,11,14,-21,-5,1033,NW,163.18,0,0
513,13,13.868955,,,,9301,2011,1,23,12,13,-21,-4,1032,NW,172.12,0,0
514,21,13.119999,,,,9302,2011,1,23,13,21,-20,-3,1031,NW,180.17,0,0
515,19,22.027514,,,,9303,2011,1,23,14,19,-20,-2,1030,NW,191.35,0,0
516,18,19.19914,,,,9304,2011,1,23,15,18,-20,-2,1030,NW,199.4,0,0
517,16,17.971216,,,,9305,2011,1,23,16,16,-20,-2,1031,NW,206.55,0,0
518,20,15.53535,,,,9306,2011,1,23,17,20,-21,-2,1031,NW,213.7,0,0
519,16,19.452682,,,,9307,2011,1,23,18,16,-20,-3,1032,NW,220.85,0,0
520,21,16.162931,,,,9308,2011,1,23,19,21,-20,-3,1032,NW,228,0,0
521,16,21.243532,,,,9309,2011,1,23,20,16,-20,-4,1033,NW,236.94,0,0
522,11,15.628977,,,,9310,2011,1,23,21,11,-20,-4,1033,NW,244.99,0,0
523,16,10.56011,,,,9311,2011,1,23,22,16,-21,-6,1034,NW,250.8,0,0
524,15,16.207602,,,,9312,2011,1,23,23,15,-21,-8,1034,NW,255.72,0,0
525,9,15.988708,,,,9313,2011,1,24,0,9,-21,-8,1034,NW,261.53,0,0
526,11,9.0199585,,,,9314,2011,1,24,1,11,-22,-10,1034,NW,265.55,0,0
527,11,11.656157,,,,9315,2011,1,24,2,11,-21,-10,1034,NW,268.68,0,0
528,19,11.780244,,,,9316,2011,1,24,3,19,-22,-12,1034,NW,271.81,0,0
529,21,20.043179,,,,9317,2011,1,24,4,21,-21,-9,1034,cv,0.89,0,0
530,23,23.929209,,,,9318,2011,1,24,5,23,-22,-11,1034,NW,1.79,0,0
531,27,24.330471,,,,9319,2011,1,24,6,27,-22,-13,1034,NW,4.92,0,0
532,27,30.709448,,,,9320,2011,1,24,7,27,-22,-15,1034,NW,8.05,0,0
533,43,30.066887,,,,9321,2011,1,24,8,43,-21,-13,1034,NW,11.18,0,0
534,33,44.380604,,,,9322,2011,1,24,9,33,-20,-8,1035,cv,0.89,0,0
535,27,33.219902,,,,9323,2011,1,24,10,27,-20,-6,1035,NE,3.13,0,0
536,27,24.77344,,,,9324,2011,1,24,11,27,-20,-4,1035,NW,3.13,0,0
537,36,27.512518,,,,9325,2011,1,24,12,36,-19,-3,1033,NW,4.92,0,0
538,49,37.574913,,,,9326,2011,1,24,13,49,-19,-1,1032,cv,0.89,0,0
539,71,53.82076,,,,9327,2011,1,24,14,71,-19,-1,1031,SE,3.13,0,0
540,79,73.64903,,,,9328,2011,1,24,15,79,-19,0,1031,cv,0.89,0,0
541,63,82.31502,,,,9329,2011,1,24,16,63,-19,0,1031,SE,3.13,0,0
542,47,61.359535,,,,9330,2011,1,24,17,47,-19,-1,1030,SE,6.26,0,0
543,52,47.554543,,,,9331,2011,1,24,18,52,-19,-3,1031,SE,9.39,0,0
544,58,54.456524,,,,9332,2011,1,24,19,58,-19,-4,1031,cv,0.89,0,0
545,70,62.47125,,,,9333,2011,1,24,20,70,-18,-7,1031,NE,0.89,0,0
546,78,73.83331,,,,9334,2011,1,24,21,78,-19,-6,1031,NE,1.78,0,0
547,87,78.3353,,,,9335,2011,1,24,22,87,-18,-9,1031,NE,2.67,0,0
548,95,86.56984,,,,9336,2011,1,24,23,95,-18,-9,1031,NE,3.56,0,0
549,109,93.42957,,,,9337,2011,1,25,0,109,-20,-10,1031,NE,4.45,0,0
550,95,105.42395,,,,9338,2011,1,25,1,95,-19,-10,1031,NW,1.79,0,0
551,90,92.89001,,,,9339,2011,1,25,2,90,-19,-7,1032,NW,3.58,0,0
552,69,84.9533,,,,9340,2011,1,25,3,69,-19,-8,1032,NW,6.71,0,0
553,66,65.611725,,,,9341,2011,1,25,4,66,-20,-10,1032,NW,9.84,0,0
554,47,65.12872,,,,9342,2011,1,25,5,47,-20,-11,1032,NW,14.76,0,0
555,40,46.263744,,,,9343,2011,1,25,6,40,-20,-9,1032,NW,17.89,0,0
556,16,38.40345,,,,9344,2011,1,25,7,16,-20,-10,1033,NW,22.81,0,0
557,11,15.255309,,,,9345,2011,1,25,8,11,-20,-6,1034,NW,27.73,0,0
558,12,9.133503,,,,9346,2011,1,25,9,12,-22,-5,1035,NW,35.78,0,0
559,13,10.573414,,,,9347,2011,1,25,10,13,-22,-4,1035,NW,42.93,0,0
560,13,13.354576,,,,9348,2011,1,25,11,13,-22,-4,1036,NW,50.08,0,0
561,23,13.9648905,,,,9349,2011,1,25,12,23,-21,-3,1035,NW,57.23,0,0
562,21,24.973183,,,,9350,2011,1,25,13,21,-21,-2,1035,NW,65.28,0,0
563,17,21.561817,,,,9351,2011,1,25,14,17,-20,-1,1034,NW,72.43,0,0
564,13,17.80343,,,,9352,2011,1,25,15,13,-21,-1,1034,NW,80.48,0,0
565,17,13.470404,,,,9353,2011,1,25,16,17,-21,0,1034,NW,89.42,0,0
566,17,17.340916,,,,9354,2011,1,25,17,17,-21,-2,1035,NW,95.23,0,0
567,11,18.401224,,,,9355,2011,1,25,18,11,-22,-4,1036,NW,99.25,0,0
568,12,12.131981,,,,9356,2011,1,25,19,12,-22,-5,1036,NE,3.13,0,0
569,25,14.672163,,,,9357,2011,1,25,20,25,-22,-5,1037,NE,4.92,0,0
570,23,27.622288,,,,9358,2011,1,25,21,23,-22,-7,1038,cv,0.89,0,0
571,32,30.664589,,,,9359,2011,1,25,22,32,-22,-10,1038,NE,1.79,0,0
572,31,34.90134,,,,9360,2011,1,25,23,31,-22,-11,1038,NW,1.79,0,0
573,34,34.907146,,,,9361,2011,1,26,0,34,-21,-9,1039,NW,3.58,0,0
574,37,34.181606,,,,9362,2011,1,26,1,37,-22,-10,1039,NW,6.71,0,0
575,29,37.62061,,,,9363,2011,1,26,2,29,-22,-10,1039,NW,8.5,0,0
576,35,29.434795,,,,9364,2011,1,26,3,35,-21,-11,1039,NW,10.29,0,0
577,21,37.090984,,,,9365,2011,1,26,4,21,-21,-11,1039,NW,12.08,0,0
578,21,21.735146,,,,9366,2011,1,26,5,21,-21,-11,1040,NW,13.87,0,0
579,26,21.429691,,,,9367,2011,1,26,6,26,-22,-13,1040,NW,15.66,0,0
580,41,27.940374,,,,9368,2011,1,26,7,41,-21,-13,1040,NW,17.45,0,0
581,82,43.3853,,,,9369,2011,1,26,8,82,-19,-11,1040,NW,20.58,0,0
582,58,84.204796,,,,9370,2011,1,26,9,58,-19,-10,1040,NW,22.37,0,0
583,56,55.279903,,,,9371,2011,1,26,10,56,-19,-7,1040,NW,24.16,0,0
584,61,52.130707,,,,9372,2011,1,26,11,61,-19,-4,1040,NW,25.95,0,0
585,54,57.64052,,,,9373,2011,1,26,12,54,-19,-3,1039,cv,0.89,0,0
586,46,55.625687,,,,9374,2011,1,26,13,46,-19,-2,1038,cv,1.78,0,0
587,55,46.040268,,,,9375,2011,1,26,14,55,-19,0,1037,SE,3.13,0,0
588,71,55.442474,,,,9376,2011,1,26,15,71,-18,0,1037,SE,4.92,0,0
589,83,73.626274,,,,9377,2011,1,26,16,83,-20,0,1036,cv,0.89,0,0
590,85,86.22685,,,,9378,2011,1,26,17,85,-18,-2,1037,NE,0.89,0,0
591,93,85.50477,,,,9379,2011,1,26,18,93,-19,-5,1038,NE,2.68,0,0
592,103,93.735275,,,,9380,2011,1,26,19,103,-19,-7,1038,NE,3.57,0,0
593,132,101.582054,,,,9381,2011,1,26,20,132,-18,-7,1039,cv,0.89,0,0
594,144,138.49156,,,,9382,2011,1,26,21,144,-17,-8,1039,cv,1.34,0,0
595,137,146.41031,,,,9383,2011,1,26,22,137,-19,-10,1040,NW,3.13,0,0
596,117,132.80591,,,,9384,2011,1,26,23,117,-19,-9,1041,NW,6.26,0,0
597,128,110.39516,,,,9385,2011,1,27,0,128,-19,-9,1041,NW,9.39,0,0
598,161,124.04877,,,,9386,2011,1,27,1,161,-19,-8,1041,NW,12.52,0,0
599,89,158.76372,,,,9387,2011,1,27,2,89,-19,-9,1041,NW,17.44,0,0
600,40,79.93265,,,,9388,2011,1,27,3,40,-19,-9,1042,NW,22.36,0,0
601,24,32.484978,,,,9389,2011,1,27,4,24,-19,-10,1042,NW,27.28,0,0
602,20,22.19029,,,,9390,2011,1,27,5,20,-19,-9,1042,NW,31.3,0,0
603,16,19.552198,,,,9391,2011,1,27,6,16,-19,-8,1043,NW,34.43,0,0
604,19,15.027865,,,,9392,2011,1,27,7,19,-19,-9,1043,NW,38.45,0,0
